"project","organization","location","latitude","longitude","buffer_radius_m","date_detected","field_of_view","scientific_name","common_name","species_rank","species_class","age_class","sex","number_individuals","id_by","daily_weather_station_nm","daily_weather_station_elevation","daily_weather_station_distance","daily_min_temp","daily_max_temp","daily_mean_temp","daily_total_rain_mm","daily_total_snow_cm","daily_precipitation_mm","daily_snow_on_ground_cm","hourly_weather_station_nm","hourly_weather_station_elevation","hourly_weather_station_distance","hourly_temp","hourly_dew_point","hourly_rel_humidity","hourly_precipitation_mm","hourly_wind_direction","hourly_wind_speed","hourly_visibility_km","hourly_station_pressure","hourly_humidex","hourly_wind_chill","hourly_weather_attributes","camera_make","camera_model","serial_number","image_comments","tag_comments"
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-19 12:22:39","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",10.4,24.8,17.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-19 12:22:40","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",10.4,24.8,17.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-19 12:31:12","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",10.4,24.8,17.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-19 12:31:13","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",10.4,24.8,17.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-19 12:31:14","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",10.4,24.8,17.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 11:57:19","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 11:57:20","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 11:57:21","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 11:59:40","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 11:59:41","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 11:59:41","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:03:21","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:03:21","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:03:22","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:07:33","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:07:34","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:07:35","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:07:38","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:07:39","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:07:39","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:07:49","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:07:50","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:07:50","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:12:35","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:12:36","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:12:36","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:15:07","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:15:08","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:15:08","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:15:41","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-22 12:15:42","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.2,20.4,13.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-05-23 07:58:59","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",7.7,12.7,10.2,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-05-22 12:33:28","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",6.7,16.8,11.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-05-22 14:06:41","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",6.7,16.8,11.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-05-22 15:33:05","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",6.7,16.8,11.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-05-22 15:33:06","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",6.7,16.8,11.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-17 14:56:29","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",8.5,25.4,17,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-17 14:56:30","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",8.5,25.4,17,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-17 14:56:30","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",8.5,25.4,17,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 10:46:40","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 10:46:41","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 10:46:41","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 10:59:55","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 10:59:56","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 10:59:56","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 11:54:18","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 11:54:19","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 11:54:20","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 12:11:39","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 12:11:40","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 12:11:41","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 12:11:42","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 12:11:43","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 12:11:44","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 12:13:11","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 12:13:12","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-17",66.015608,-129.226807,NA," 2021-06-18 12:13:13","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","36km",13.3,24.6,19,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","36km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10051883","",""
